algorithm,dataset,attack,evaluations,indicator,value,dir
cars,cifar10,FGSM,1160,r2,0.16130954259458624,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1160,hv_2obj,49.50686042931876,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1200,hv,148288.59978699574,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1200,r2,0.16067968540047886,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,1200,hv_2obj,49.6308448319631,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,0,hv,135677.8564492866,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,0,r2,0.18251492583715717,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,0,hv_2obj,45.83161947710983,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,40,hv,137034.9100311028,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,40,r2,0.17957816116112527,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,40,hv_2obj,46.29498712313426,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,80,hv,137859.05495808535,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,80,r2,0.1779903093756764,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,80,hv_2obj,46.56699991943712,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,120,hv,138641.39782966065,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,120,r2,0.17655789753077292,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,120,hv_2obj,46.81531369259543,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,160,hv,139030.2045780914,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,160,r2,0.1757423832846196,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,160,hv_2obj,46.947083909643325,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,200,hv,139531.57079234655,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,200,r2,0.1747763239377569,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,200,hv_2obj,47.116727040294585,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,240,hv,139982.3339840369,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,240,r2,0.17390378261642303,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,240,hv_2obj,47.26049794606959,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,280,hv,140251.8224041511,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,280,r2,0.17342477951914026,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,280,hv_2obj,47.35001473282485,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,320,hv,140656.96369669313,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,320,r2,0.1727923309255419,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,320,hv_2obj,47.46488727525492,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,360,hv,141020.26614212047,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,360,r2,0.1720833758600881,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,360,hv_2obj,47.58637292424962,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,400,hv,141232.680716832,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,400,r2,0.1716098802925228,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,400,hv_2obj,47.65842425917405,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,440,hv,141729.54415754293,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,440,r2,0.1707450335680583,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,440,hv_2obj,47.81930493337618,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
cars,cifar10,FGSM,480,hv,142173.86621948757,results/cars/cifar10/2026-09-10_23-43-02_27293207/search/
